"id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","date","location","currency","currency_symbol","status","page_count","dish_count"
22197,"","OFFICERS & MEMBERS OF THE BUSINESS MEN'S LEAGUE OF ST.LOUIS","DINNER","PROF","ON BOARD STEAMBOAT ALTON","BOOKLET;ILLUS; 7.25X7.5;","COMPLIMENTARYTESTIMONIAL","WINES;LIST OF GUESTS & HOSTS;MUSICAL PROGRAM INCLUDED;","1907-858","1907-10-02","OFFICERS  MEMBERS OF THE BUSINESS MENS LEAGUE OF STLOUIS","","","COMPLETE",12,21
22198,"","A FEW OF HIS FRIENDS","DINNER","OTHER PRIVATELY HOSTED DINNER PARTY","UNION LEAGUE","BOOKLET; ILLUS; COL; 6X8;","COMPLIMENTARYTESTIMONIAL","MARTINI COCKTAILS AND WINE LIST INCLUDED; PHOTOGRAPH OF MR. FOSTER ON BEAUTIFULLY ILLUSTRATED COVER WITH STEAMSHIP SKETCH IN PORTHOLE, FLOWERS, ""HOME AGAIN FROM A FOREIGN SHORE;"" SATIN RIBBON ATTACHMENT;","1907-823","1907-09-12","A FEW OF HIS FRIENDS","","","COMPLETE",12,22
22199,"","HAAN'S","DINNER","COMMERCIAL","PARK ROW BLDGNY","BROADSHEET; 7 X 11;","DAILY","ALL ITEMS PRICED;WINE LIST ON BACK;","1900-110","1900-01-10","HAANS","DOLLARS","$","COMPLETE",2,327
22200,"","THE NEW YORK QUICK LUNCH RESTAURANT","SPECIAL BREAKFAST","COMMERCIAL","1515 BROADWAY NEW YORK NY","BROADSIDE; 5.5X9.0;","","""QUICK LUNCH RESTAURANT"" AND ADDRESS HAND-WRITTEN [FEB];","1900-585","1900-01-29","THE NEW YORK QUICK LUNCH RESTAURANT","DOLLARS","$","COMPLETE",2,36
22201,"","TAMPA BAY HOTEL","DINNER","COMMERCIAL","TAMPAFLA","FOLDER; 4.5 X 7.25;","","","1901-430","1901-02-20","TAMPA BAY HOTEL","","","COMPLETE",4,52
22202,"","HOTEL EMPIRE","LUNCHEON","COMMERCIAL","BWAY  63RD ST NY","BROADSHEET; ILLUS; COL; 5.5 X 8;","DAILY","COMPLETE WINE LIST ON BACK;","1900-825","1900-02-08","EMPIRE HOTEL","DOLLARS","$","COMPLETE",2,253
22204,"","POLAND SPRING HOUSE","DINNER","COMMERCIAL","","FOLDER; ILLUS; COL; 5.5X7;","OTHER DAILY MENU FOR HOTEL","INCLUDES HOURS FOR MEALS, ARRIVAL & DEPARTURE OF MAILS, ARRIVAL & DEPARTURE OF POLAND SPRING STAGE LINE; SEAL ON FRONT COVER, ILLUSTRATION OF HOTEL DINING ROOM ON BACK COVER;","1898-260","1898-09-17","POLAND SPRING HOUSE","","","COMPLETE",4,57
22205,"","THE CHILBERG","NEW YEARS DAY DINNER","COMMERCIAL","TACOMA WA","FOL; ILLUS; COL;4.5X5.5;","SECULAR HOLIDAY","EMBOSSED FLOWERS ON COVER; PRICED ITEMS","1894-001","1894-01-01","THE CHILBERG","DOLLARS","$","COMPLETE",6,78
22207,"","GLEN FALLS CLUB","EIGHTH ANNUAL BANQUET","SOC","GLEN FALLS NY","FOLDER; ILLUS; COL; 8.25X8.5;","ANNIVERSARY","QUOTES THROUGHOUT MENU PERTAINING TO FOOD AND EATING; BANQUET COMMITTEE AND TOASTS LISTED; PHOTO OF [JOSEPH A. KELLOGG?];","1907-347","1907-04-05","GLEN FALLS CLUB","","","COMPLETE",4,24
22208,"","KING HAAKON VII","DINNER","OTHER ROYAL KING","PALAIS ROYAL CHRISTIANIA NORWAY","CARD; ILLUS; COL; 3X5;","COMPLIMENTARYTESTIMONIAL","FRENCH; ROYAL INSIGNIA AT TOP OF MENU; [SPONSOR, EVENT, PLACE, DATE INFO SUPPLIED BY FEB];","1907-145","1907-01-30","KING HAAKON VII","","","COMPLETE",2,10
22209,"","NORGE HOTEL","MENU","COMMERCIAL","BERGEN NORWAY","BROADSIDE; ILLUS; 4.25X6.5;","","FRENCH; INCLUDES WINES SERVED WITH EACH COURSE; ILLUSTRATION OF HOTEL AT TOP OF MENU; [PLACE INFO SUPPLIED BY FNB];","1899-333","1899-04-08","NORGE HOTEL","","","COMPLETE",2,17
22210,"","OCEAN HOUSE","DINNER","COMMERCIAL","","BROADSIDE; COL; 5.25 X 7;","","PRINTED IN BROWN AND BLUE;","1893-091","1893-08-14","OCEAN HOUSE","","","COMPLETE",2,28
22212,"","WILDMERE HOUSE","DINNER","COMMERCIAL","MINNEWASKANY","FOLDER; ILLUS; 5.5X7;","","HOURS FOR ALL MEALS LISTED;DAILY MENU CHOICES HANDWRITTEN;PHOTO OF HOTEL;","1905-692","1905-09-07","WILDMERE HOUSE","","","COMPLETE",4,52
22213,"","U.S.S. LOUISIANA","DAILY MENU","NAV","AT SEA","BROADSIDE; 4 X 6;","","","1906-855","1906-11-24","USS LOUISIANA","","","COMPLETE",2,16
22214,"","HOTEL KNICKERBOCKER","DINNER","COMMERCIAL","NEW YORK","FOLDER; ILLUS; 9 X 12.75","","PRICED MENU; LITHOGRAPH ILLUSTRATION WITH FRENCH TITLE;","1907-075","1907-01-13","HOTEL KNICKERBOCKER","DOLLARS","$","COMPLETE",4,175
22215,"","CAFE DE BORDEAUX","DAY DINNER","COMMERCIAL","454456458 SIXTH AVENUE NEAR 28TH STREET NEW YORK NY ","FOLDER; 7.0X11.125;","","MENU PARTIALLY HAND WRITTEN; WHOLESALE WINE LIST;","1900-137","1900-01-10","CAFE DE BORDEAUX","DOLLARS","$","COMPLETE",4,466
22216,"","AMERICAN COTTON MANUFACTURERS ASOCIATION","BANQUET","PROF","KENILWORTH INN NC","FOLDER; EMBLEM; COL; 4.5X6;","ANNUAL","","1905-553","1905-07-08","AMERICAN COTTON MANUFACTURERS ASOCIATION","","","COMPLETE",4,25
22217,"","CONCORDIA (CLUB)","WASHINGTONS BIRTHDAY DINNER","OTHER CLUB","PITTSBURGH PA","BOOKLET; ILLUS; COL; 4X8;","PATRIOTIC HOLIDAY","EXTENSIVE WINE LIST ON SEPARATE PAGE OF MENU; DECORATIVE BORDER; [PLACE AND SPONSOR INFO SUPPLIED BY FEB]; RIBBON ATTACHMENT;","1906-208","1906-02-21","CONCORDIA CLUB","","","COMPLETE",4,22
22218,"","BRISTOL HOTEL","DINNER","COMMERCIAL","COLOMBO ","CARD; ILLUS; COL; 3.75X8;","","DECORATIVE BORDER;","1906-378","1906-04-16","BRISTOL HOTEL","","","COMPLETE",2,20
22219,"","COLONIAL HOTEL","LUNCHEON","COMMERCIAL","NASSAU NP BAHAMAS","CARD; 3.75X7.5;","","","1901-153","1901-01-22","COLONIAL HOTEL","","","COMPLETE",2,61
22220,"","PAST REGENTS & REGENTS ASSOCIATION","ANNUAL DINNER","PROF","MARLBOROUGH HOTEL NY","BOOKLET;ILLUS; COL; 5.5 X 7;","ANNUAL","PROGRAM & COMMITTEE MEMBERS LISTED;","1899-622","1899-10-14","PAST REGENTS  REGENTS ASSOCIATION","","","COMPLETE",8,23
22221,"","LA REPUBLIQUE FRANCAISE DINER","DINNER","POL","","BROADSIDE;ILLUS;7XII;","","ENTIRE MENU IN FRENCH;","1894-101","1894-11-03","LA REPUBLIQUE FRANCAISE DINER","","","COMPLETE",2,20
22222,"","CITY COUNCIL","DINNER AT FANEUIL HALL","POLITICAL","BOSTONMA","FOLDER","PATRIOTIC HOLIDAYIOTIC HOLIDAY","","1865-004","1865-07-04","CITY COUNCIL","","","COMPLETE",4,44
22225,"","TRAINOR'S HOTEL RESTAURANT","BILL OF FARE","COMMERCIAL","12891291 BWAY NY","FOLDER; COL; 7.5 X 12.75;","DAILY","COMPLETE LIST OF FOOD WITH PRICES & COMPLETE WINE LIST;POOR CONDITION;","1900-824","1900-02-08","TRAINORS HOTEL RESTAURANT","DOLLARS","$","COMPLETE",2,127
22226,"","BANKERS' CLUB OF CHICAGO","ONE HUNDRED AND THIRD REGULAR MEETING","COMMERCIAL","AUDITORIUM ANNEX","BOOKLET; ILLUS; COL; 4.6X8;","ANNIVERSARY","INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; GUEST SPEAKER LISTED; CLUB MONOGRAM ON COVER; RIBBON ATTACHMENT;","1908-157","1908-02-15","BANKERS CLUB OF CHICAGO","","","COMPLETE",8,24
22227,"","NEW GRAND HOTEL","MENU DU DEJEUNER","FOREIGN HOTEL","JERUSALEM PALESTINE","CARD; ILLUS; 5X8;","","MENU IN FRENCH; [DATE INFO SUPPLIED BY FEB]; MENU HANDWRITTEN IN BLACK INK; PHOTOGRAPH AT TOP OF MENU OF ROCHESTER CASTLE;","1901-012","1909-01-04","NEW GRAND HOTEL","","","COMPLETE",8,46
22230,"","WINDSOR HOTEL","MENU","COMMERCIAL","JACKSONVILLE FL","CARD; ILLUS; 4.5X7.25;","","SKETCH OF HOTEL AT TOP OF MENU;","1901-518","1901-02-28","WINDSOR HOTEL","","","COMPLETE",2,38
22231,"","EMPEREUR & L'IMPERATRICE ALLEMAGNE","FOR THE CONSEIL FEDERAL SUISSE","GOVT","LUCERNESWITZERLAND","BOOKLET; ILLUS;COL;5X8;","COMPLLUNCHEON","MENU IN FRENCH;INCLUDES ALL WINES;MUSICAL PROGRAM INCLUDED;","1893-061","1893-05-02","EMPEREUR  LIMPERATRICE ALLEMAGNE","","","COMPLETE",4,23
22233,"","THE CANTON SOCIETY OF NEW YORK","SIXTH ANNUAL DINNER","PATR","HOTEL MANHATTAN NEW YORK","BOOKLET; ILLUS; 5 X 8;","ANNIVERSARY","ILLUSTRATION OF MCKINLEY MONUMENT AND STATE SEALS;","1907-450","1907-04-27","THE CANTON SOCIETY OF NEW YORK","","","COMPLETE",8,15
22234,"","ILLINOIS MANUFACTURERS' ASSOCIATION","ANNUAL MEETING","PROF","AUDITORIUM HOTEL CHICAGO IL","FOLDER; ILLUS; COL; 5X7;","ANNIVERSARY","WINES LISTED; TOASTS LISTED; COVER MARBLEIZED;","1906-930","1906-12-11","ILLINOIS MANUFACTURERS ASSOCIATION","","","COMPLETE",8,18
22236,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","SIXTYSIXTH STREET  BROADWAY NEW YORK NY","BROADSHEET; 6.5X8.75; ILLUS; COL;","","ILLUS IN GOLD, CREST; PRICED A LA CARTE MENU;","1900-869","1900-02-11","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,166
22237,"","NORDDEUTSCHER LLOYD BREMEN","BREAKFAST","COMMERCIAL","SS HOHENZOLLERN","CARD;ILL;COL;5.25X8;","DAILY","SHIPS AT SEA;LOBSTERS AND UTENSILS;MENUS SEPARATE IN GERMAN AND ENGLISH;MAY BE USED AS POSTCARD;","1901-981","1901-04-23","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,68
22240,"","THE FLORIDA STATE FAIR ASSOCIATION","DINNER","GOVT","TAMPA BAY HOTEL","CARD; ILLUS; COL; 5.25X7;","COMPLIMENTARYTESTIMONIAL","WINES LISTED WITH COURSE; ""GOV. NAPOLEON B. BROWARD"" NOTED BY FEB; ILLUSTRATED WITH DRAWING OF [HOTEL?];","1906-822","1906-11-14","THE FLORIDA STATE FAIR ASSOCIATION","","","COMPLETE",2,19
22241,"","ADELPHI HOTEL","DINNER","COMMERCIAL","LIVERPOOL ENGLAND","CARD; 4.5 X 7;","","MENU IN FRENCH AND ENGLISH;TABLE D'HOTE MENU; MUSIC;","1906-687","1906-08-31","ADELPHI HOTEL","","","COMPLETE",2,27
22242,"","HAMBURG-AMERIKA LINIE","ZWEITES FRUHSTUCK","COMMERCIAL","SCHNELLDAMPFER AUGUSTE VICTORIA","CARD; ILLUS; COL; 5X8;","","GERMAN & ENGLISH; ILLUSTRATION OF STEAMER, GODDESS OF FOOD, DECORATIVE VINES & FRUITS;","1901-837","1901-04-04","HAMBURG AMERIKA LINIE","","","COMPLETE",2,26
22243,"","FRIENDS OF GEO. HECTOR CLEMES","DINNER","SOC","HOFFMAN HOUSE MOORISH ROOM NEW YORK","BOOKLET; ILLUS; 6 X 9;","COMPLIMENTARYTESTIMONIAL","MAHONY COCTAIL, WILSON WHISKEY, CHAMPAGNE; NUMEROUS HUMOOUS ILLUSTRATIONS; DINNER APPEARS TO HAVE SOME RELATIONSHIP TO WILSONS WHISKY AND THE SLOGAN ""THAT'S ALL;""","1905-802","1905-11-05","FRIENDS OF GEO HECTOR CLEMES","","","COMPLETE",2,20
22245,"","NEIL HOUSE CAFE","LUNCH OR DINNER","COMMERCIAL","COLUMBUSOHIO","BROADSIDE; PHOTO; COL; 5.25 X 8.5;","","PRICES FOR EACH ITEM LISTED;","1901-265","1901-02-03","NEIL HOUSE CAFE","DOLLARS","$","COMPLETE",2,38
22247,"","KING HAAKON VII","SUPPER","GOVT","PALAIS ROYAL CHRISTIANIA NORWAY NOW OSLO","CARD; ILLUS; COL; 3.75X6.75;","COMPLIMENTARYTESTIMONIAL","MENU IN FRENCH; SPON, EVNT AND PL NOTED BY FEB;","1907-467","1907-05-01","KING HAAKON VII","","","COMPLETE",2,20
22248,"","R.H. MACY & CO.","DAILY MENU FIVE OCLOCK TEA","COMMERCIAL","NEW YORKNY","CARD; 3.5X4.25;","","DATE NOTED BY FEB;","1905-954","1905-12-07","RH MACY  CO","","","COMPLETE",2,8
22249,"","TAMPA BAY HOTEL","LUNCHEON","COMMERCIAL","TAMPA FL","CARD; COL; 4.5 X 7;","","LOGO; PINK STOCK;","1901-374","1901-02-15","TAMPA BAY HOTEL","","","COMPLETE",2,47
22250,"","PLANTERS HOTEL","DINNER","COMMERCIAL","SAINT LOUIS MO","BROADSHEET; ILLUS; 6.5X10;","OTHER DAILY PRICED MENU","HOTEL SEAL AT TOP OF MENU;","1898-155","1898-04-22","PLANTERS HOTEL","DOLLARS","$","COMPLETE",2,117
22251,"","AMERICAN ASIATIC ASSOCIATION","LUNCHEON","SOC","MERCHANTS CLUB NEW YROK","FOLDER; ILLUS; 4.5 X 8;","COMPLIMENTARYTESTIMONIAL","WINES WITH EACH COURSE; PHOTO OF SIR CHENTUNG LIANGCHENG;","1907-622","1907-06-22","AMERICAN ASIATIC ASSOCIATION","","","COMPLETE",4,15
22252,"","DEMOCRATS OF DALLAS COUNY","DINNER","POLIT","ORIENTAL HOTEL DALLAS TX","BOOKLET; COL; ILLUS; 4.5 X 10.5;","COMPLIMENTARYTESTIMONIAL","TOASTS; ORANGE PHOTO OF THOMAS CAMPBELL;","1907-902","1907-10-19","DEMOCRATS OF DALLAS COUNY","","","COMPLETE",10,18
22253,"","ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CA.","FIFTH ANNUAL BANQUET","PATRIOTIC","STURTEVANT HOUSE NEW YORKNY","BROADSHEET;ILLUS;5.75X8.75;","SOCIAL GATHERING","INCLUDES OFFICERS OF THE SOCIETY","1880-009","1880-09-01","KING CHARLES AND QUEEN OLGA OF WURTEMBERG","","","COMPLETE",2,21
22254,"","SENATOR HISCOCK OF NY","DINNER","SOC","THE ARLINGTONWASHDC","BOOKLET;RIBBON TRIM;5X6.25;","COMPLIMENTARYTESTIMONIAL","INCLUDES ALL WINES;","1891-021","1891-02-21","SENATOR HISCOCK OF NY","","","COMPLETE",8,28
22256,"","CORDON CLUB BANQUET","DINNER","SOC","WILLISS ROOMS ALMACKS LONDON ENGLAND ","FOLDER; ILLUS; 3.5 X 7;","","FRENCH; RIVER SCENE; FLORAL BORDER;","1882-025","1882-07-01","CORDON CLUB BANQUET","","","COMPLETE",4,23
22257,"","CONGRESS HOTEL COMPANY","TABLE DHOTE DINNER","COMMERCIAL","CHICAGO IL","CARD; ILLUS; COL; 4X7;","","TABLE D'HOTE DINNEER - $1.25; ILLUSTRATION OF HOTEL AT TOP OF MENU;","1907-640","1907-06-27","CONGRESS HOTEL COMPANY","","","COMPLETE",2,26
22258,"","THE MODERN DINING ROOM","DAILY MENU","COMMERCIAL","8 CENTRAL AVENUE NEWARK NJ","FOLDER; 5.5 X 9.5;","","PRICED MENU, LARGELY HANDWRITTEN; NOTE ABOUT PURITY OF DRINKING WATER;","1907-785","1907-09-04","THE MODERN DINING ROOM","DOLLARS","$","COMPLETE",4,59
22259,"","HOTEL MANHATTAN","DINNER","COMMERCIAL","NY","FOLDER; ILLUS; COL; 3.5 X 4;","","","1897-087","1897-03-09","HOTEL MANHATTAN","","","COMPLETE",4,18
22260,"","HAMBURG-AMERIKA LINIE","DINNER","COMMERCIAL","EN ROUTE STEAMER AUGUST VICTORIA","FOLDER; ILLUS; COL; 4.5 X 6.75;","DAILY MEAL","GERMAN AND ENGLISH; COVER ILLUSTRATION OF STEAMSHP IN PORT; MUSICAL PROGRAM ON BACK COVER;","1899-704","1899-11-14","HAMBURG AMERIKA LINIE","","","COMPLETE",4,29
22262,"","PLAZA","LUNCH AND DINNER","COMMERCIAL","","CARD;ILL;COL;6.5X10;","DAILY","LION IN BLUE WITH ESTABLISHMENT NAME;","1900-360","1900-01-17","PLAZA","DOLLARS","$","COMPLETE",2,134
22266,"","ST. FRANCIS HOTEL","LUNCHEON","COMMERCIAL","SAN FRANCISCO CA","FOLDER; ILLUS; 4.6X7.25;","OTHER COMMEMORATING RESUMPTION OF BUSINESS AFTER EARTHQUAKE AND FIRE","WINE LIST; [""FIRST MENU IN THE NEW HOTEL AFTER THE EARTHQUAKE AND FIRE OF 1906/04/18"" - INFO SUPPLIED BY FEB]; REPRODUCTION ON COVER FROM SAN FRANCISCO ""DAUNTLESS"" OF FIRE;","1906-612","1906-07-23","ST FRANCIS HOTEL","","","COMPLETE",4,16
22268,"","CHAMBER OF COMMERCE OF STATE OF NEW YORK","ANNUAL MEETING","COMMERCIAL","DELMONICOS NEW YORK NY","BOOKLET; 5X7;","OTHER ANNIVERSARY","FRENCH","1895-085","1895-05-02","CHAMBER OF COMMERCE OF STATE OF NEW YORK","","","COMPLETE",4,25
22270,"","MINISTER OF AUSTRIA","DINNER","GOVT","WASHINGTON DC","FOLDER; COLOR;3X5;","OTHER SOC","HANDWRITTEN; PINK; GUESTS LISTED ON ENVELOPE; NAME OF GUEST ON MENU [PLACECARD?]","1888-079","1888-12-10","MINISTER OF AUSTRIA","","","COMPLETE",3,9
22271,"","TIMOTHY L. WOODRUFF","DINNER","PROF","REPUBLICAN CLUB NEW YORK","BOOKLET; COL; ILLUS; 6 X 10;","COMPLIMENTARYTESTIMONIAL","COCKTAILS, WHISKEY, CHAMPAGNE LISTED; BROWN STOCK; ILLUSTTRATION OF ELEVEN NEW YORK NEWSPAPERS; COMMENT ABOUT PIPES; NOTE BY FEB THAT THE PIPE BELONGS TO THIS MENU, HOWEVER THERE DOES NOT PPEAR TO BE A PIPE;","1906-858","1906-11-05","TIMOTHY L WOODRUFF","","","COMPLETE",4,23
22273,"","ALCAZAR HOTEL","LUNCHEON","COMMERCIAL","ST AUGUSTINE FL","CARD; ILLUS; COL; 3.75X7.5;","","HOTEL SEAL AT TOP OF MENU;","1901-650","1901-03-13","HOTEL ALCAZAR","","","COMPLETE",2,49
22274,"","ALCAZAR HOTEL","LUNCHEON","COM","STAUGUSTINEFLA","BROADSIDE; COL; 4 X 7.5;","","","1901-471","1901-02-22","HOTEL ALCAZAR","","","COMPLETE",2,50
22275,"","GLEN ISLAND HOTEL","DAILY MENU","COMMERCIAL","88 CORTLANDT STREET NEW YORK NY","FOLDER; 7.25X10.75;","","""ON THE EUROPEAN PLAN""; PRICED WINE LIST;","1900-768","1900-02-06","GLEN ISLAND HOTEL","DOLLARS","$","COMPLETE",4,146
22276,"","M.F.LYONS DINING ROOM","NEW YEARS DAY DINNER","COMMERCIAL","259 BOWERY NEW YORK","FOLDER; ILLUS; COL; 5.5 X 7;","SECULAR HOLIDAY","PRICED MENU; CHERUBS AND DOVES ILLUSTRATION;","1906-001","1906-01-01","MFLYONS DINING ROOM","DOLLARS","$","COMPLETE",4,27
22277,"","DENNETT'S SURPASSING COFFEE","DAILY MENU","COMMERCIAL","21 ANN STREET","FOLDER; 4 X 5;","","DENNETT'S APPEARS TO BE A CHAIN, THERE ARE MANY LOCATIONS LISTED;","1900-452","1900-01-22","DENNETTS SURPASSING COFFEE","DOLLARS","$","COMPLETE",4,80
22278,"","THE HOFFMAN HOUSE","NEW YEAR BUFFET","COM","HOFFMAN CAFE NEW YORK","FOLDER; ILL; 4.5X6.5","SECULAR HOLIDAYL","MENU IN FRENCH","1891-001","1891-01-01","THE HOFFMAN HOUSE","","","COMPLETE",4,25
22279,"","N.Y.&P.R.S.S.CO. - U.S.M.S. COAMO","DINNER","COMMERCIAL","EN ROUTE","BROADSIDE; FLAG EMBLEM; 4.5X6.5;","DAILY","","1905-575","1905-07-16","NYPRSSCO USMS COAMO","","","COMPLETE",2,30
22280,"","COLONNADE HOTEL","DINNER","COM","PHILADELPHIA","FOLDER; ILLUS; 9.5 X 6;","","DRAWING OF HOTEL; PRICED WINE LIST; OPERA THEATRE TICKETS AVAILABLE;","1882-039","1882-05-02","COLONNADE HOTEL","DOLLARS","$","COMPLETE",4,138
22283,"","BURNET HOUSE","BREAKFAST MENU","COMMERCIAL","CINCINNATI OH","BROADSIDE; 4.5X6.5;","","""TALLEWANDA SPRING WATER USED ON OUR TABLES;""","1898-073","1898-02-09","BURNET HOUSE","","","UNDER REVIEW",2,51
22284,"","TAMPA BAY HOTEL","LUNCH","COM","TAMPAFLA","BROADSIDE; COL; 4.5 X 7;","","","1901-504","1901-02-26","TAMPA BAY HOTEL","","","COMPLETE",2,43
22285,"","ALCAZAR HOTEL","DINNER","COMMERCIAL","ST AUGUSTINE FL","CARD; ILLUS; COL; 4.5X8.75;","","HOTEL SEAL AT TOP OF MENU;","1901-528","1901-03-01","HOTEL ALCAZAR","","","COMPLETE",2,47
22287,"","ANCIENT LODGE NO. 724 F. & A.M.","ANNUAL DINNER","SOC","FIFTH AVENUE HOTEL NY","FOLDER; ILLUS; 4 X 5;","ANNIVERSARY","MASONIC LOGO; SPEECHES;","1901-392","1901-02-16","ANCIENT LODGE NO 724 F  AM","","","COMPLETE",4,21
22288,"","NORDDEUTSCHER LLOYD BREMEN","BREAKFAST","COMMERCIAL","STEAMSHIP KAISER WILHELM DER GROSSE","CARD;ILL;COL;5.5X8;","DAILY","SEPARATE LISTING IN ENGLISH AND GERMAN;TO BE USED AS A POSTCARD","1899-712","1899-11-15","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,72
22290,"","IMPERIAL","DINNER","SOC","STLOUIS CLUB STLOUISMO","BROADSIDE; 3.5 X 4.5;","","MENU IN FRENCH;","1901-238","1901-02-01","IMPERIAL","","","COMPLETE",2,13
22291,"","NEW YORK PRESS CLUB","TESTIMONIAL  RECEPTION IN HONOR OF 25TH ANNIVERSARY OF GEORGE F LYON IN JOURNALISM","PROF","NEW YORK PESS CLUB","BOOKLET; ILLUS; 3.75X6.5;","COMPLIMENTARYTESTIMONIAL","PHOTOGRAPH OF GUEST OF HONOR; TESTIMONIAL; POEM; COMMITTEES LISTED;","1897-350","1897-12-14","NEW YORK PRESS CLUB","","","COMPLETE",18,15
22293,"","LOTOS CLUB","DINNER","SOC","","BROADSIDE; ILLUS; COL; 7X10.5;","COMPLIMENTARYTESTIMONIAL","MENU IN FORM OF SCROLL; THESPIAN FIGURES, MASKS, NAMES OF PLAYS & PLAYWRITES COVER THE PAGE;","1899-642","1899-10-28","LOTOS CLUB","","","COMPLETE",2,15
22295,"","NEW ENGLAND SOCIETY OF PENNSYLVANIA","17TH ANNUAL FESTIVAL","PAT","HORTICULTURAL HALL PHILADELPHIA PA","BOOKLET; ILLUS; COL; 5.5X7;","ANNIVERSARY","COLONIAL SCENES, STATES' COATS OF ARMS; ENTERTAINMENT COMMITTEE LISTED; SILK RIBBON ATTACHMENT;","1897-359","1897-12-22","NEW ENGLAND SOCIETY OF PENNSYLVNIA","","","COMPLETE",8,19
22296,"","COLONIAL HOTEL","BREAKFAST","COMMERCIAL","CLEVELAND OH","FOLDER; ILLUS; COL; 4.5X7;","","A LA CARTE MENU; [SPONSOR INFO ASSUMED BECAUSE THERE IS FLAG WITH ""COLONIAL"" PRINTED ON IT FLYING ABOVE BUILDING PHOTOGRAPH ON COVER]; [PLACE & DATE INFO HANDWRITTEN];","1901-106","1901-01-17","COLONIAL HOTEL","DOLLARS","$","COMPLETE",4,23
22297,"","ASSOCIATES OF THE INTERBOROUGH RAPID TRANSIT CO.","INFORMAL DINNER","PROF","LITTLE HUNGARY NYC","BROADSHEET;5.5X8;","","LIST OF ALL MEMBERS ON REVERSE SIDE; TOASTMASTER & BAND NOTED;","1907-546","1928-07-05","ASSOCIATES OF THE INTERBOROUGH RAPID TRANSIT CO","","","COMPLETE",2,17
22298,"","OSIRIAN CLOISTER","BANQUET","PROF","AMERICAN INN PORTLANDOR","FOLDER;ILLUS;5X6.25;","ANNIVERSARY","LIST OF SPEAKERS INCLUDED;","1905-696","1905-09-08","OSIRIAN CLOISTER","","","COMPLETE",4,23
22299,"","MURRAY HILL HOTEL","DAILY SPECIALS","COMMERCIAL","NY","BROADSIDE; ILLUS; COL; 6.5 X 10;","","SERVED FROM 12 NOON TO 8PM ONLY;","1900-219","1900-01-13","MURRAY HILL HOTEL","DOLLARS","$","COMPLETE",2,161
22302,"","HOTEL VENDOME","LUNCH","COMMERCIAL","BOSTON MA","BROADSHEET; ILLUS; COL; 4X6;","","HOTEL SEAL AT TOP OF MENU;","1898-267","1898-09-29","HOTEL VENDOME","","","COMPLETE",2,28
22303,"","THE AUTOMOBILE CLUB OF SYRACUSE","FIFTH ANNUAL BANQUET","SOC","THE YATES","BOOKLET; ILLUS; COL; 5.25X8;","ANNIVERSARY","WINES LISTED; TOASTS, CONCERT, OFFICERS, BANQUET COMMITTEE LISTED; HUMOROUS CARTOONS ON FRONT AND BACK;","1907-217","1907-02-14","THE AUTOMOBILE CLUB OF SYRACUSE","","","COMPLETE",12,22
22304,"","ST. REGIS HOTEL","LUNCHEONDEJEUNER FOURCHETTE","COMMERCIAL","NEW YORK NY","CARD; 5X8;","","FRENCH AND ENGLISH;","1906-298","1906-03-13","HOTEL ST REGIS","DOLLARS","$","COMPLETE",2,188
22305,"","LACKAWANNA RAILROAD DINING ROOM","DAILY MENU","COMMERCIAL","HOBOKEN STATION NJ","FOLDER; ILLUS; 7X9;","","ILLUSTRATION OF BIRDS ON COVER; NOTE ON MENU STATING ""PARTIES DESIRING SUPPER AFTER THEATRE, WILL BE ASSURED PROMPT ATTENTION IF ORDER IS GIVEN CASHIER BEFORE GOING TO NEW YORK""; DATE NOTED BY FEB;","1905-366","1905-05-07","LACKAWANNA RAILROAD DINING ROOM","DOLLARS","$","COMPLETE",6,340
22306,"","NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK","ANNUAL DINNER","SOC","SHERRYS NEW YORK","BOOKLET; ILL; 5X8;","ANNUAL EVENT","TWO COPIES; TOASTS LISTED; WINES SERVED;TWO SEATING PLANS ON SEPARATE SHEETS; ILLUSTRATED CARD POSSIBLY AN ANNOUNCEMENT;","1892-160","1892-12-22","NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK","","","COMPLETE",12,24
22308,"","CARRIAGE BUILDERS NATIONAL ASSOCIATION","ANNUAL BANQUET","COMMERCIAL","THE BICLORAMA LENOX BUILDING CLEVELAND OHIO","BOOKLET; ILL; 6X7;","OTHER ANNUAL BANQUET","INDIVIDUAL CARDS FASTENED IN LEFT CORNER WITH BLUE RIBBON; WINES AND BRANDY WITH MEAL; TOASTS; MUSICAL PROGRAM; NAMES OF ORGANIZERS, SUBSCRIBERS, CARRIAGE MAKERS;","1895-166","1895-10-18","HOTEL SGEORGE","","","COMPLETE",2,18
